collection_date,sticker,companyName,date,operating_net_income,operating_inventory,operating_other_working_capital,operating_change_in_working_capital,operating_other_non_cash_items,operating_loss_from_discontinued_operations,operating_loss_from_disposision_of_businesses,operating_depreciation_and_amortisation,operating_amortisation_of_debt_discount_premium_and_issuance_cost,operating_payables,operating_receivable,operating_accounts_payable,operating_accounts_receivable,operating_accrued_liabilities,operating_cummulative_effect_of_accounting_change,operating_prepaid_expenses,operating_cash_paid_for_income_tax,operating_deferred_income_taxes,operating_deferred_tax_expense,operating_excess_tax_benefit_from_stock_based_compensation,operating_income_taxes_payable,operating_interest_payable,operating_effect_of_exchange_rate_changes,operating_other_assets_and_liabilities,operating_other_operating_activities,operating_net_cash_provided_by_operating_activities,investing_investments_in_property_plant_and_equipment,investing_property_and_equipments_net,investing_property_plant_and_equipment_reductions,investing_acquisitions_and_despositions,investing_acquisitions_net,investing_purchases_of_intangibles,investing_sale_of_intangibles,investing_purchases_of_investments,investing_common_stock_repurchased,investing_investment_asset_impairment_charges,investing_investment_losses_gains,investing_sale_maturities_of_investments,investing_other_investing_charges,investing_sale_maturities_of_fixed_maturity_and_equity_securities,investing_other_investing_activities,investing_net_cash_used_for_investing_activities,financing_change_in_short_term_borrowing,financing_loans,financing_debt_issued,financing_debt_repayment,financing_long_term_debt_issued,financing_long_term_debt_repayment,financing_redemption_of_prefered_stock,financing_repurchases_of_treasury_stock,financing_cash_dividends_paid,financing_cash_paid_for_interest,financing_cash_paid_for_interest,financing_preferred_stock_issued,financing_common_stock_issued,financing_warrant_issued,financing_stock_based_compensation,financing_other_financing_activities,financing_net_cash_used_for_financing_activities,net_change_in_cash,cash_at_beginning_of_period,cash_at_end_of_period,operating_cash_flow,capital_expenditure,free_cash_flow
20180209,ELSTR,ELASTRON (CR),2012-12-01 00:00:00,,-1.0,-1.0,,-1.0,,,,,,,,,,,,,,,,,,0.0,,,-3.0,-0.0,,0.0,,0.0,,,,,,,,,,1.0,1.0,,,53.0,-60.0,,,,,-0.0,,,,,,,,-6.0,-9.0,26.0,18.0,-3.0,-0.0,-3.0
20180209,ELSTR,ELASTRON (CR),2013-12-01 00:00:00,,5.0,9.0,,-1.0,,,,,,,,,,,,,,,,,,,,,13.0,-3.0,,2.0,,,,,-0.0,,,,,,,1.0,-1.0,,,22.0,-40.0,,,,,-0.0,,,,,,,,-19.0,-7.0,16.0,9.0,13.0,-3.0,10.0
20180209,ELSTR,ELASTRON (CR),2014-12-01 00:00:00,,-6.0,12.0,,-0.0,,,,,,,,,,,,,,,,,,,,,5.0,-4.0,,0.0,,,,,-0.0,,,,,,,0.0,-3.0,,,21.0,-19.0,,,,,-0.0,,,,,,,-0.0,1.0,3.0,9.0,12.0,5.0,-4.0,2.0
20180209,ELSTR,ELASTRON (CR),2015-12-01 00:00:00,,4.0,-9.0,,2.0,,,,,,,,,,,,,,,,,,,,,-3.0,-3.0,,,,,,0.0,-0.0,,,,,,,0.0,-3.0,,,63.0,-63.0,,,,,-0.0,,,,,,,,-0.0,-7.0,12.0,6.0,-3.0,-3.0,-7.0
20180209,ELSTR,ELASTRON (CR),2016-12-01 00:00:00,,-2.0,-1.0,,5.0,,,,,,,,,,,,,,,,,,,,,2.0,-2.0,,0.0,,-1.0,,,-0.0,,,,,,,0.0,-2.0,,,74.0,-75.0,,,,,,,,,,,,,-2.0,-2.0,7.0,5.0,2.0,-2.0,0.0
20180209,ELSTR,ELASTRON (CR),2017-12-01 00:00:00,,-4.0,-5.0,,6.0,,,,,,,,,,,,,,,,,,,,,-4.0,-4.0,,0.0,,-1.0,,,,,,,,,,0.0,-4.0,,,73.0,-72.0,,,,,,,,,,,,,1.0,-6.0,10.0,4.0,-4.0,-4.0,-7.0
20180209,ETE,NATIONAL BANK (CR),2012-12-01 00:00:00,-2518.0,,,,,,-158.0,224.0,,,31.0,,,,,,,,-36.0,,,,9.0,-1771.0,11.0,-1711.0,,-130.0,,37.0,,,,-8262.0,,534.0,-350.0,10689.0,,,-111.0,2546.0,,,,,519.0,-1033.0,,,,,,,121.0,,,932.0,-406.0,439.0,1718.0,2157.0,,,
20180209,ETE,NATIONAL BANK (CR),2013-12-01 00:00:00,69.0,,,,,,,211.0,,,-86.0,,,,,,,,-34.0,,,,-102.0,-303.0,191.0,1066.0,,-198.0,,580.0,,,,-8605.0,,299.0,-250.0,8330.0,,,,3667.0,,,,,480.0,-274.0,-119.0,,,,,,45.0,,,1344.0,-4820.0,-189.0,2157.0,1968.0,,,
20180209,ETE,NATIONAL BANK (CR),2014-12-01 00:00:00,-2473.0,,,,,,,198.0,,,2.0,,,,,,,,28.0,,,,25.0,1459.0,316.0,1706.0,,-837.0,,-54.0,,,,-5940.0,,64.0,-60.0,7389.0,,,16.0,-1169.0,,,,,3734.0,-1963.0,,-81.0,,,,,2510.0,,,-235.0,197.0,759.0,1968.0,2727.0,,,
20180209,ETE,NATIONAL BANK (CR),2015-12-01 00:00:00,-8467.0,,,,,,,298.0,,,37.0,,,,,,,,-35.0,,,,-68.0,-1324.0,334.0,133.0,,-212.0,,,,,,-2652.0,,5660.0,-58.0,2843.0,,,-1.0,429.0,,,,,1195.0,-1034.0,,-67.0,,,,,1487.0,,,-1364.0,-1052.0,-558.0,2727.0,2169.0,,,
20180209,ETE,NATIONAL BANK (CR),2016-12-01 00:00:00,-301.0,,,,,,-137.0,145.0,,,213.0,,,,,,,,-61.0,,,,-28.0,-178.0,101.0,468.0,,-163.0,,3279.0,,,,-132.0,,16.0,-94.0,3037.0,,,1.0,6696.0,,,,,435.0,-3596.0,,-34.0,,,,,4.0,,,659.0,-8280.0,-1144.0,2169.0,1025.0,,,
20180209,ETE,NATIONAL BANK (CR),2017-12-01 00:00:00,,,,,,,-3246.0,102.0,,,28.0,,,,,,,,,,,,-1.0,403.0,2474.0,522.0,,-195.0,,743.0,,,,-468.0,,,-63.0,7919.0,,,681.0,8680.0,,,,,-743.0,-2956.0,,-30.0,,,,,1.0,,,-5061.0,-8789.0,412.0,2425.0,2837.0,,,
20180209,EUPIC,EUROPEAN RELIANCE INSUR. (CR),2012-12-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180209,EUPIC,EUROPEAN RELIANCE INSUR. (CR),2013-12-01 00:00:00,,,,,,,,1.0,,-3.0,3.0,,,,,,,,,,,,,-28.0,33.0,5.0,,-1.0,,,,,,-0.0,,,0.0,,,,,-0.0,,,,,,-0.0,,,-3.0,,,,,,,-0.0,-3.0,2.0,7.0,9.0,,,
20180209,EUPIC,EUROPEAN RELIANCE INSUR. (CR),2014-12-01 00:00:00,,,,,,,,1.0,,-6.0,17.0,,,,,,,,,,,,,-47.0,35.0,0.0,,-1.0,,,,,,-0.0,,,-0.0,,,,,-0.0,,,,,,-0.0,,,,,,,,,,,-0.0,-0.0,9.0,9.0,,,
20180209,EUPIC,EUROPEAN RELIANCE INSUR. (CR),2015-12-01 00:00:00,,,,,,,,1.0,,0.0,1.0,,,,,,,,,,,,,-22.0,28.0,8.0,,-1.0,,,,,,-0.0,,,-0.0,,,,,-1.0,,,,,,,,,,,,,,,,0.0,0.0,7.0,9.0,16.0,,,
20180209,EUPIC,EUROPEAN RELIANCE INSUR. (CR),2016-12-01 00:00:00,,,,,,,,1.0,,-0.0,2.0,,,,,,,,,,,,,-24.0,35.0,13.0,,,,,,,,-0.0,,,-0.0,,,,,-1.0,,,,,,,,,-2.0,,,,,,,-0.0,-2.0,10.0,16.0,26.0,,,
20180209,EUPIC,EUROPEAN RELIANCE INSUR. (CR),2017-12-01 00:00:00,,,,,,,,1.0,,,5.0,,,,,,,,,,,,,-34.0,32.0,4.0,,,,,,,,-1.0,,,-0.0,,,,,-1.0,,,,,,,,,-3.0,,,,,,,-0.0,-3.0,0.0,17.0,17.0,,,
20180209,EUROB,EUROBANK ERGASIAS (CR),2012-12-01 00:00:00,,,,,,,,,,-4400.0,,,,,,,,,,,,,-16.0,-27.0,227.0,-941.0,,-164.0,,,,,,,,,,,,,1758.0,1594.0,,3259.0,,,,-1295.0,-160.0,-3.0,-38.0,,,,1.0,,,-11.0,-1506.0,-869.0,3124.0,2255.0,,,
20180209,EUROB,EUROBANK ERGASIAS (CR),2013-12-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,-5.0,-7261.0,442.0,-2174.0,,-114.0,,184.0,,,,,,,-170.0,,,,2527.0,2597.0,,4815.0,,,,-612.0,-298.0,,-15.0,,,,316.0,,,-72.0,-681.0,-263.0,2214.0,1951.0,,,
20180209,EUROB,EUROBANK ERGASIAS (CR),2014-12-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,-9.0,-4532.0,857.0,-3608.0,,-192.0,,139.0,,,,,,,-201.0,,,,761.0,708.0,,268.0,,,13.0,,,,,,,,2864.0,,,73.0,2950.0,41.0,1951.0,1992.0,,,
20180209,EUROB,EUROBANK ERGASIAS (CR),2015-12-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,-3.0,-1816.0,725.0,-1174.0,,-106.0,,6.0,,,,,,,-13.0,255.0,,,87.0,242.0,,-70.0,,,,-766.0,-17.0,-1.0,,,,,2039.0,,,-93.0,1162.0,227.0,1978.0,2205.0,,,
20180209,EUROB,EUROBANK ERGASIAS (CR),2016-12-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,-4.0,-5816.0,631.0,-4875.0,,-60.0,,316.0,,,,,,,,4090.0,,,222.0,4568.0,,310.0,,,,-153.0,,-1.0,,,,,,,,-43.0,-197.0,-508.0,2205.0,1697.0,,,
20180209,EUROB,EUROBANK ERGASIAS (CR),2017-12-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,2.0,-6069.0,1134.0,-4478.0,,-83.0,,92.0,,,,,,,,4772.0,,,-99.0,4682.0,,457.0,,,,-48.0,,,,,,,,,,-30.0,-78.0,128.0,1450.0,1578.0,,,
20180209,EUROM,EUROMEDICA SA (CR),2012-12-01 00:00:00,-51.0,1.0,-31.0,-30.0,46.0,,,42.0,,,,,,,,,,,,,,,,,,7.0,-2.0,,0.0,,0.0,,,,,,1.0,1.0,,,0.0,-1.0,,,,,,,,,,,,,,,,-6.0,-6.0,0.0,6.0,7.0,7.0,-2.0,6.0
20180209,EUROM,EUROMEDICA SA (CR),2013-12-01 00:00:00,-60.0,0.0,-12.0,-12.0,68.0,,,21.0,,,,,,,,,,,,,,,,,,18.0,-1.0,,0.0,,-1.0,,,,,,1.0,1.0,,,0.0,-1.0,,,,,,,,,,,,,,,,-15.0,-15.0,3.0,7.0,9.0,18.0,-1.0,17.0
20180209,EUROM,EUROMEDICA SA (CR),2014-12-01 00:00:00,-49.0,-0.0,-27.0,-27.0,66.0,,,17.0,,,,,,,,,,,,,,,,,,8.0,-1.0,,0.0,,-2.0,,,,,,1.0,,,,0.0,-3.0,,,,,,,,,,,,,,,,-9.0,-9.0,-3.0,9.0,6.0,8.0,-1.0,7.0
20180209,EUROM,EUROMEDICA SA (CR),2015-12-01 00:00:00,-52.0,0.0,-7.0,-7.0,49.0,,,19.0,,,,,,,,,,,,,,,,,,9.0,-4.0,,0.0,,-0.0,,,,,,,0.0,,,0.0,-4.0,,,,-1.0,,,,,,,,,,,,-2.0,-3.0,2.0,6.0,8.0,9.0,-4.0,5.0
20180209,EUROM,EUROMEDICA SA (CR),2016-12-01 00:00:00,-22.0,0.0,-30.0,-30.0,45.0,,,17.0,,,,,,,,,,,,,,,,,,9.0,-6.0,,0.0,,,,,,,,,0.0,,,0.0,-6.0,,,,,,,,,,,,,,,,-0.0,-0.0,3.0,8.0,11.0,9.0,-6.0,3.0
20180209,EUROM,EUROMEDICA SA (CR),2017-12-01 00:00:00,-22.0,0.0,-30.0,-30.0,45.0,,,17.0,,,,,,,,,,,,,,,,,,9.0,-6.0,,0.0,,,,,,,,,0.0,,,0.0,-6.0,,,,,,,,,,,,,,,,-0.0,-0.0,3.0,8.0,11.0,9.0,-6.0,3.0
20180209,EXAE,HELLENIC EXCHANGES-A.S.E. (CR),2012-12-01 00:00:00,,,,,,,,,,,-3.0,,,,,,,,,,,,,,7.0,4.0,,-1.0,,,,,,,,,-0.0,6.0,,,6.0,11.0,,,,,,,,-5.0,-7.0,,,,,,,,-12.0,2.0,112.0,114.0,4.0,-1.0,3.0
20180209,EXAE,HELLENIC EXCHANGES-A.S.E. (CR),2013-12-01 00:00:00,,,,,,,,,,,-4.0,,,,,,,,,,,,,,56.0,52.0,,-0.0,,,,,,,,,,,,,5.0,4.0,,,,,,,,,-8.0,,,,,,,,-8.0,48.0,114.0,163.0,52.0,-0.0,52.0
20180209,EXAE,HELLENIC EXCHANGES-A.S.E. (CR),2014-12-01 00:00:00,,,,,,,,,,,1.0,,,,,,,,,,,,,,-1.0,0.0,,-2.0,,,,,,,,,,,,,4.0,2.0,,,,,,,,,-13.0,,,,,,,,-13.0,-11.0,163.0,152.0,0.0,-2.0,-2.0
20180209,EXAE,HELLENIC EXCHANGES-A.S.E. (CR),2015-12-01 00:00:00,,,,,,,,,,,-1.0,,,,,,,,,,,,,,8.0,7.0,,-2.0,,,,,,,,,,,,,2.0,-1.0,,,,,,,,,-20.0,,,,,,,,-20.0,-14.0,152.0,137.0,7.0,-2.0,5.0
20180209,EXAE,HELLENIC EXCHANGES-A.S.E. (CR),2016-12-01 00:00:00,,,,,,,,,,,4.0,,,,,,,,,,,,,,0.0,4.0,,-2.0,,,,,,,,,,,,,1.0,-2.0,,,,,,,,-19.0,-21.0,,,,,,,,-40.0,-37.0,137.0,100.0,4.0,-2.0,2.0
20180209,EXAE,HELLENIC EXCHANGES-A.S.E. (CR),2017-12-01 00:00:00,,,,,,,,,,,-0.0,,,,,,,,,,,,,,9.0,9.0,,-2.0,,,,,,,,,,,,,0.0,-2.0,,,,,,,,-9.0,-20.0,,,,,,,,-28.0,-21.0,104.0,83.0,9.0,-2.0,7.0
20180209,EYAPS,THESSALONIKA WATER & SEWERAGE,2012-12-01 00:00:00,,0.0,-5.0,,22.0,,,,,,,,,,,,,,,,,,,,,17.0,-3.0,,,,,,,,,,,,,,3.0,-0.0,,,,-0.0,,,,,-7.0,,,,,,,0.0,-7.0,10.0,23.0,33.0,17.0,-3.0,14.0
20180209,EYAPS,THESSALONIKA WATER & SEWERAGE,2013-12-01 00:00:00,,-0.0,4.0,,19.0,,,,,,,,,,,,,,,,,,,,,23.0,-5.0,,7.0,,,,,,,,,,,,2.0,4.0,,,,-0.0,,,,,-6.0,,,,,,,0.0,-6.0,21.0,33.0,54.0,23.0,-5.0,17.0
20180209,EYAPS,THESSALONIKA WATER & SEWERAGE,2014-12-01 00:00:00,,-1.0,-11.0,,23.0,,,,,,,,,,,,,,,,,,,,,11.0,-6.0,,0.0,,,,,,,,,,,,2.0,-4.0,,,,,,,,,-11.0,,,,,,,0.0,-10.0,-3.0,54.0,50.0,11.0,-6.0,5.0
20180209,EYAPS,THESSALONIKA WATER & SEWERAGE,2015-12-01 00:00:00,,-0.0,-5.0,,20.0,,,,,,,,,,,,,,,,,,,,,15.0,-7.0,,0.0,,,,,,,,,,,,1.0,-6.0,,,,,,,,,-9.0,,,,,,,0.0,-8.0,1.0,50.0,51.0,15.0,-7.0,8.0
20180209,EYAPS,THESSALONIKA WATER & SEWERAGE,2016-12-01 00:00:00,,1.0,-4.0,,23.0,,,,,,,,,,,,,,,,,,,,,19.0,-5.0,,,,,-0.0,,,,,,,,,1.0,-4.0,,,,,,,,,-9.0,,,,,,,,-9.0,6.0,51.0,57.0,19.0,-6.0,13.0
20180209,EYAPS,THESSALONIKA WATER & SEWERAGE,2017-12-01 00:00:00,,1.0,-5.0,,24.0,,,,,,,,,,,,,,,,,,,,,20.0,-5.0,,,,,-0.0,,,,,,,,,1.0,-4.0,,,,,,,,,-0.0,,,,,,,,-0.0,16.0,55.0,71.0,20.0,-5.0,15.0
20180209,EYDAP,EYDAP S.A. (CR),2012-12-01 00:00:00,,-1.0,-45.0,,108.0,,,,,,,,,,,,,,,,,,,,,61.0,-16.0,,,,,-1.0,,,,,-0.0,,,,9.0,-8.0,,,,-15.0,,,,,-16.0,,,,,,,,-32.0,21.0,22.0,43.0,61.0,-17.0,44.0
20180209,EYDAP,EYDAP S.A. (CR),2013-12-01 00:00:00,,2.0,412.0,,84.0,,,,,,,,,,,,,,,,,,,,,498.0,-20.0,,,,3.0,-1.0,,,,,-0.0,,,,8.0,-10.0,,,,-179.0,,,,,-20.0,,,,,,,,-199.0,289.0,43.0,332.0,498.0,-21.0,477.0
20180209,EYDAP,EYDAP S.A. (CR),2014-12-01 00:00:00,,2.0,-122.0,,74.0,,,,,,,,,,,,,,,,,,,,,-46.0,-21.0,,,,2.0,-4.0,,,,,-0.0,,,,10.0,-13.0,,,,,,,,,-39.0,,,,,,,,-39.0,-99.0,332.0,233.0,-46.0,-25.0,-71.0
20180209,EYDAP,EYDAP S.A. (CR),2015-12-01 00:00:00,,2.0,-42.0,,105.0,,,,,,,,,,,,,,,,,,,,,64.0,-3.0,,,,1.0,-4.0,,-20.0,,,-0.0,,,,9.0,-17.0,,,,,,,,,-21.0,,,,,,,,-21.0,27.0,233.0,260.0,64.0,-7.0,58.0
20180209,EYDAP,EYDAP S.A. (CR),2016-12-01 00:00:00,,0.0,10.0,,39.0,,,,,,,,,,,,,,,,,,,,,49.0,-8.0,,,,1.0,-1.0,,,,,-0.0,,,,12.0,3.0,,,,,,,,,-32.0,,,,,,,,-32.0,20.0,260.0,281.0,49.0,-9.0,39.0
20180209,EYDAP,EYDAP S.A. (CR),2017-12-01 00:00:00,,1.0,13.0,,19.0,,,,,,,,,,,,,,,,,,,,,33.0,-8.0,,,,2.0,-1.0,,,,,-0.0,,,,11.0,4.0,,,,,,,,,-82.0,,,,,,,,-82.0,-45.0,310.0,265.0,33.0,-9.0,24.0
20180209,FFGRP,FOLLI FOLLIE (CR),2012-12-01 00:00:00,,-51.0,-76.0,,151.0,,,,,,,,,,,,,,,,,,,,,24.0,-24.0,,1.0,,-1.0,,,-13.0,,,,,-3.0,,,-39.0,,,,,432.0,-421.0,,,-0.0,,,,,,,-5.0,7.0,-9.0,136.0,126.0,24.0,-24.0,-0.0
20180209,FFGRP,FOLLI FOLLIE (CR),2013-12-01 00:00:00,,66.0,2.0,,-61.0,,,,,,,,,,,,,,,,,,,,,6.0,-15.0,,376.0,,,,,-16.0,,,,,-55.0,,,289.0,,,,,60.0,-223.0,,,-0.0,,,,,,,-7.0,-170.0,125.0,126.0,252.0,6.0,-15.0,-9.0
20180209,FFGRP,FOLLI FOLLIE (CR),2014-12-01 00:00:00,,-90.0,-54.0,,200.0,,,,,,,,,,,,,,,,,,,,,56.0,-36.0,,0.0,,-14.0,,,-9.0,,,,,6.0,,,-52.0,,,,,268.0,-166.0,,,-51.0,,,,,,,-9.0,41.0,45.0,252.0,297.0,56.0,-36.0,20.0
20180209,FFGRP,FOLLI FOLLIE (CR),2015-12-01 00:00:00,,-118.0,-128.0,,303.0,,,,,,,,,,,,,,,,,,,,,58.0,-66.0,,2.0,,-48.0,,,,,,,,16.0,,,-97.0,,,,,41.0,-25.0,,-5.0,-22.0,,,,,,,-1.0,-12.0,-52.0,297.0,245.0,58.0,-66.0,-8.0
20180209,FFGRP,FOLLI FOLLIE (CR),2016-12-01 00:00:00,,-107.0,-50.0,,297.0,,,,,,,,,,,,,,,,,,,,,140.0,-98.0,,2.0,,-5.0,,,,,,,,4.0,,,-98.0,,,,,50.0,-2.0,,-1.0,-1.0,,,,,,,-5.0,41.0,83.0,245.0,328.0,140.0,-98.0,42.0
20180209,FFGRP,FOLLI FOLLIE (CR),2017-12-01 00:00:00,,-106.0,-97.0,,196.0,,,,,,,,,,,,,,,,,,,,,-7.0,-33.0,,0.0,,-6.0,,,,,,,,4.0,,,-36.0,,,,,140.0,,,-0.0,-1.0,,,,,,,-4.0,134.0,92.0,239.0,331.0,-7.0,-33.0,-40.0
20180209,FORTH,Forthnet (CR),2012-12-01 00:00:00,-101.0,2.0,-11.0,-4.0,94.0,,,91.0,,,,,,,,5.0,,,,,,,,,,80.0,-42.0,,0.0,,,,,,,,,,,,2.0,-40.0,,,,,,,,,,,,,,,,-35.0,-35.0,5.0,28.0,33.0,80.0,-42.0,38.0
20180209,FORTH,Forthnet (CR),2013-12-01 00:00:00,-53.0,-2.0,3.0,-0.0,32.0,,,86.0,,,,,,-3.0,,2.0,,,,,,,,,,64.0,-45.0,,0.0,,,,,,,,,,,,7.0,-38.0,,,,-10.0,,,,,,,,,,,,-34.0,-44.0,-18.0,33.0,15.0,64.0,-45.0,19.0
20180209,FORTH,Forthnet (CR),2014-12-01 00:00:00,-52.0,0.0,-18.0,-17.0,32.0,,,88.0,,,,,,-2.0,,3.0,,,,,,,,,,52.0,-56.0,,1.0,,,,,,,,,,,,-3.0,-59.0,,,,,,,,,,,,,28.0,,,-26.0,2.0,-4.0,15.0,10.0,52.0,-56.0,-5.0
20180209,FORTH,Forthnet (CR),2015-12-01 00:00:00,-50.0,-0.0,5.0,2.0,36.0,,,76.0,,,,,,-4.0,,1.0,,,,,,,,,,64.0,-36.0,,,,,,,,,,,,,,0.0,-35.0,,,,,,,,,,,,,,,,-32.0,-32.0,-4.0,10.0,7.0,64.0,-36.0,28.0
20180209,FORTH,Forthnet (CR),2016-12-01 00:00:00,-25.0,2.0,-14.0,-6.0,25.0,,,64.0,,,,,,6.0,,-1.0,,,,,,,,,,58.0,-28.0,,,,,,,,,,,,,,-6.0,-34.0,,,70.0,-70.0,,,,,,,,,,,,-26.0,-26.0,-2.0,7.0,5.0,58.0,-28.0,30.0
20180209,FORTH,Forthnet (CR),2017-12-01 00:00:00,-32.0,2.0,0.0,1.0,24.0,,,61.0,,,,,,0.0,,-2.0,,,,,,,,,,54.0,-28.0,,,,,,,,,,,,,,-6.0,-34.0,,,,,,,,,,,,,,,,-23.0,-23.0,-2.0,4.0,2.0,54.0,-28.0,26.0
20180209,FOYRK,FOURLIS (CR),2012-12-01 00:00:00,,12.0,6.0,,4.0,,,,,,,,,,,,,,,,,,-0.0,,,22.0,-10.0,,0.0,,-8.0,,,,,,,,1.0,,,-17.0,,,,,49.0,-65.0,,-0.0,,,,,,,,-3.0,-20.0,-14.0,56.0,42.0,22.0,-10.0,12.0
20180209,FOYRK,FOURLIS (CR),2013-12-01 00:00:00,,0.0,15.0,,8.0,,,,,,,,,,,,,,,,,,-0.0,,,22.0,-11.0,,0.0,,-5.0,,,-2.0,,,-0.0,2.0,1.0,,,-16.0,,,,,39.0,-56.0,,,,,,,,,,-3.0,-20.0,-14.0,42.0,28.0,22.0,-11.0,11.0
20180209,FOYRK,FOURLIS (CR),2014-12-01 00:00:00,,-14.0,15.0,,9.0,,,,,,,,,,,,,,,,,,0.0,,,9.0,-14.0,,0.0,,-1.0,,,,,,-0.0,,0.0,,,-15.0,,,,,72.0,-55.0,,,,,,,,,,-4.0,13.0,7.0,28.0,35.0,9.0,-14.0,-5.0
20180209,FOYRK,FOURLIS (CR),2015-12-01 00:00:00,,6.0,-2.0,,24.0,,,,,,,,,,,,,,,,,,-0.0,,,27.0,-10.0,,0.0,,-7.0,,,,,,-0.0,3.0,0.0,,,-14.0,,,,,22.0,-34.0,,,,,,,,,,-11.0,-23.0,-10.0,35.0,25.0,27.0,-10.0,17.0
20180209,FOYRK,FOURLIS (CR),2016-12-01 00:00:00,,-1.0,-2.0,,21.0,,,,,,,,,,,,,,,,,,-0.0,,,20.0,-11.0,,,,-2.0,,,-0.0,,,1.0,1.0,0.0,,,-11.0,,,,,83.0,-82.0,,-0.0,,,,,1.0,,,-2.0,0.0,9.0,25.0,34.0,20.0,-11.0,9.0
20180209,FOYRK,FOURLIS (CR),2017-12-01 00:00:00,,-2.0,-3.0,,23.0,,,,,,,,,,,,,,,,,,-0.0,,,17.0,-11.0,,,,-1.0,,,-0.0,,,-1.0,3.0,0.0,,,-10.0,,,,,82.0,-86.0,,,,,,,1.0,,,-2.0,-5.0,3.0,18.0,21.0,17.0,-11.0,6.0
20180209,FRIGO,FRIGOGLASS SA (CR),2012-12-01 00:00:00,-6.0,35.0,13.0,48.0,20.0,,,34.0,,,,,,,,,,,,,,,-7.0,,,95.0,-38.0,,2.0,,-0.0,-5.0,,,,,,,,,,-41.0,,,,,,,,,-0.0,,,,0.0,,,-58.0,-58.0,-11.0,88.0,77.0,95.0,-43.0,52.0
20180209,FRIGO,FRIGOGLASS SA (CR),2013-12-01 00:00:00,-17.0,23.0,-35.0,-12.0,35.0,,,34.0,,,,,,,,,,,,,,,-8.0,,,40.0,-19.0,,1.0,,,-6.0,,,,,,,,,,-24.0,,,294.0,-304.0,,,,,-0.0,,,,9.0,,,-25.0,-26.0,-17.0,77.0,60.0,40.0,-25.0,15.0
20180209,FRIGO,FRIGOGLASS SA (CR),2014-12-01 00:00:00,-41.0,20.0,-18.0,1.0,55.0,,,33.0,,,,,,,,,,,,,,,5.0,,,48.0,-23.0,,3.0,,,-5.0,,,,,,,,,,-26.0,,,125.0,-116.0,,,,,-0.0,,,,,,,-27.0,-18.0,9.0,60.0,69.0,48.0,-29.0,19.0
20180209,FRIGO,FRIGOGLASS SA (CR),2015-12-01 00:00:00,-35.0,-14.0,-19.0,-33.0,43.0,,,34.0,,,,,,,,,,,,,,,-12.0,,,9.0,-32.0,,0.0,,-4.0,-4.0,,,,,,,,,,-40.0,,,144.0,-85.0,,,,,,,,,,,,-27.0,32.0,-11.0,69.0,57.0,9.0,-37.0,-27.0
20180209,FRIGO,FRIGOGLASS SA (CR),2016-12-01 00:00:00,-49.0,4.0,5.0,8.0,19.0,,,30.0,,,,,,,,,,20.0,,,,,-12.0,,,28.0,-11.0,,5.0,,,-3.0,,,,,,,,,,-9.0,,,146.0,-125.0,,,,,-0.0,,,,,,,-29.0,-8.0,0.0,57.0,58.0,28.0,-14.0,15.0
20180209,FRIGO,FRIGOGLASS SA (CR),2017-12-01 00:00:00,-61.0,5.0,15.0,20.0,5.0,,,25.0,,,,,,,,,,14.0,,,,,-2.0,,,3.0,-10.0,,11.0,,,-2.0,,,,,,,,,,-2.0,,,71.0,-76.0,,,,,-0.0,,,,,,,-16.0,-21.0,-21.0,78.0,56.0,3.0,-12.0,-9.0
20180209,GEKTERNA,GEK TERNA (CR),2012-12-01 00:00:00,-43.0,-1.0,43.0,87.0,94.0,,,58.0,,,,,,,,45.0,,,,,,,-1.0,,,198.0,-253.0,,5.0,,,,,-0.0,-2.0,,2.0,,,,7.0,-241.0,,,,,,,,,-3.0,,,,,,,-27.0,-32.0,-76.0,327.0,251.0,198.0,-253.0,-55.0
20180209,GEKTERNA,GEK TERNA (CR),2013-12-01 00:00:00,-72.0,2.0,138.0,102.0,154.0,,,59.0,,,,,,11.0,,-49.0,,,,,,,-1.0,,,244.0,-71.0,,,,-26.0,,,-0.0,-5.0,,,,,,38.0,-60.0,,,18.0,-2.0,,,,,,,,,21.0,,,-74.0,-43.0,141.0,251.0,392.0,244.0,-71.0,173.0
20180209,GEKTERNA,GEK TERNA (CR),2014-12-01 00:00:00,-55.0,1.0,91.0,147.0,90.0,,,64.0,,,,,,22.0,,33.0,,,,,,,1.0,,,242.0,-86.0,,,,,,,,-7.0,,-4.0,1.0,,,2.0,-83.0,,,,-26.0,,,,,,,,,,,,-100.0,-134.0,26.0,327.0,353.0,242.0,-86.0,157.0
20180209,GEKTERNA,GEK TERNA (CR),2015-12-01 00:00:00,19.0,-4.0,40.0,31.0,52.0,,,66.0,,,,,,79.0,,-84.0,,,,,,,6.0,,,175.0,-95.0,,,,0.0,,,-9.0,-5.0,,7.0,,,,2.0,-101.0,,,66.0,-14.0,,,,,-0.0,,,,,,,-113.0,-67.0,13.0,353.0,366.0,175.0,-95.0,80.0
