collection_date,sticker,companyName,date,operating_net_income,operating_inventory,operating_other_working_capital,operating_change_in_working_capital,operating_other_non_cash_items,operating_loss_from_discontinued_operations,operating_loss_from_disposision_of_businesses,operating_depreciation_and_amortisation,operating_amortisation_of_debt_discount_premium_and_issuance_cost,operating_payables,operating_receivable,operating_accounts_payable,operating_accounts_receivable,operating_accrued_liabilities,operating_cummulative_effect_of_accounting_change,operating_prepaid_expenses,operating_cash_paid_for_income_tax,operating_deferred_income_taxes,operating_deferred_tax_expense,operating_excess_tax_benefit_from_stock_based_compensation,operating_income_taxes_payable,operating_interest_payable,operating_effect_of_exchange_rate_changes,operating_other_assets_and_liabilities,operating_other_operating_activities,operating_net_cash_provided_by_operating_activities,investing_investments_in_property_plant_and_equipment,investing_property_and_equipments_net,investing_property_plant_and_equipment_reductions,investing_acquisitions_and_despositions,investing_acquisitions_net,investing_purchases_of_intangibles,investing_sale_of_intangibles,investing_purchases_of_investments,investing_common_stock_repurchased,investing_investment_asset_impairment_charges,investing_investment_losses_gains,investing_sale_maturities_of_investments,investing_other_investing_charges,investing_sale_maturities_of_fixed_maturity_and_equity_securities,investing_other_investing_activities,investing_net_cash_used_for_investing_activities,financing_change_in_short_term_borrowing,financing_loans,financing_debt_issued,financing_debt_repayment,financing_long_term_debt_issued,financing_long_term_debt_repayment,financing_redemption_of_prefered_stock,financing_repurchases_of_treasury_stock,financing_cash_dividends_paid,financing_cash_paid_for_interest,financing_cash_paid_for_interest,financing_preferred_stock_issued,financing_common_stock_issued,financing_warrant_issued,financing_stock_based_compensation,financing_other_financing_activities,financing_net_cash_used_for_financing_activities,net_change_in_cash,cash_at_beginning_of_period,cash_at_end_of_period,operating_cash_flow,capital_expenditure,free_cash_flow
20180209,ANEP,"ANEK LINES SA (PR, issue '90)",2015-12-01 00:00:00,,0.0,-8.0,,28.0,,,,,,,,,,,,,,,,,,,,,20.0,-4.0,,0.0,,-3.0,,,,,,,,,,0.0,-7.0,,,,-9.0,,,,-0.0,-0.0,,,,,,,-1.0,-10.0,3.0,4.0,6.0,20.0,-4.0,16.0
20180209,ANEP,"ANEK LINES SA (PR, issue '90)",2016-12-01 00:00:00,,0.0,-4.0,,28.0,,,,,,,,,,,,,,,,,,,,,24.0,-5.0,,0.0,,-2.0,,,,,,,,,,0.0,-7.0,,,,-10.0,,,,,-0.0,,,,,,,-1.0,-11.0,6.0,6.0,12.0,24.0,-5.0,19.0
20180209,ANEP,"ANEK LINES SA (PR, issue '90)",2017-12-01 00:00:00,,0.0,-4.0,,28.0,,,,,,,,,,,,,,,,,,,,,24.0,-5.0,,0.0,,-2.0,,,,,,,,,,0.0,-7.0,,,,-10.0,,,,,-0.0,,,,,,,-1.0,-11.0,6.0,6.0,12.0,24.0,-5.0,19.0
20180209,ANEPO,"ANEK LINES SA (PR, issue '96)",2012-12-01 00:00:00,,2.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,-1.0,,,,-0.0,,,,,,,,,,0.0,-1.0,,,0.0,-2.0,,,,-0.0,-0.0,,,,,,,1.0,-1.0,1.0,3.0,4.0,3.0,-1.0,2.0
20180209,ANEPO,"ANEK LINES SA (PR, issue '96)",2013-12-01 00:00:00,,-1.0,-3.0,,2.0,,,,,,,,,,,,,,,,,,,,,-1.0,-5.0,,,,-0.0,,,,,,,,,,0.0,-4.0,,,6.0,-1.0,,,,,-0.0,,,,,,,,5.0,-0.0,4.0,4.0,-1.0,-5.0,-6.0
20180209,ANEPO,"ANEK LINES SA (PR, issue '96)",2014-12-01 00:00:00,,1.0,-11.0,,12.0,,,,,,,,,,,,,,,,,,,,,1.0,-1.0,,23.0,,-0.0,,,,,,,,,,0.0,22.0,,,5.0,-28.0,,,,-0.0,-0.0,,,,,,,-0.0,-23.0,-0.0,4.0,4.0,1.0,-1.0,0.0
20180209,ANEPO,"ANEK LINES SA (PR, issue '96)",2015-12-01 00:00:00,,0.0,-8.0,,28.0,,,,,,,,,,,,,,,,,,,,,20.0,-4.0,,0.0,,-3.0,,,,,,,,,,0.0,-7.0,,,,-9.0,,,,-0.0,-0.0,,,,,,,-1.0,-10.0,3.0,4.0,6.0,20.0,-4.0,16.0
20180209,ANEPO,"ANEK LINES SA (PR, issue '96)",2016-12-01 00:00:00,,0.0,-4.0,,28.0,,,,,,,,,,,,,,,,,,,,,24.0,-5.0,,0.0,,-2.0,,,,,,,,,,0.0,-7.0,,,,-10.0,,,,,-0.0,,,,,,,-1.0,-11.0,6.0,6.0,12.0,24.0,-5.0,19.0
20180209,ANEPO,"ANEK LINES SA (PR, issue '96)",2017-12-01 00:00:00,,0.0,-4.0,,28.0,,,,,,,,,,,,,,,,,,,,,24.0,-5.0,,0.0,,-2.0,,,,,,,,,,0.0,-7.0,,,,-10.0,,,,,-0.0,,,,,,,-1.0,-11.0,6.0,6.0,12.0,24.0,-5.0,19.0
20180209,ASTAK,ALPHA REAL ESTATE SA(CR),2012-12-01 00:00:00,,,1.0,,7.0,,,,,,,,,,,,,,,,,,-0.0,,,3.0,-3.0,,,,,,,,,,-5.0,,,,12.0,9.0,,,,,,,,,-0.0,,,,,,,,-0.0,12.0,9.0,21.0,3.0,-3.0,-0.0
20180209,ASTAK,ALPHA REAL ESTATE SA(CR),2013-12-01 00:00:00,,,-3.0,,6.0,,,,,,,,,,,,,,,,,,-0.0,,,3.0,-0.0,,,,,,,,,,,,,,20.0,20.0,,,,,,,,,-0.0,,,,,,,,-0.0,23.0,21.0,43.0,3.0,-0.0,3.0
20180209,ASTAK,ALPHA REAL ESTATE SA(CR),2014-12-01 00:00:00,,,0.0,,2.0,,,,,,,,,,,,,,,,,,-0.0,,,3.0,-0.0,,,,,,,,,,,,,,12.0,12.0,,,,,,,,,-0.0,,,,,,,-0.0,-0.0,14.0,43.0,58.0,3.0,-0.0,2.0
20180209,ASTAK,ALPHA REAL ESTATE SA(CR),2015-12-01 00:00:00,,,1.0,,5.0,,,,,,,,,,,,,,,,,,-0.0,,,6.0,-0.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,-0.0,,,,,,,-0.0,-0.0,7.0,58.0,65.0,6.0,-0.0,6.0
20180209,ASTAK,ALPHA REAL ESTATE SA(CR),2016-12-01 00:00:00,,,-2.0,,3.0,,,,,,,,,,,,,,,,,,-0.0,,,1.0,,,1.0,,0.0,,,,,,,,,,1.0,2.0,,,,,,,,,-0.0,,,,,,,-0.0,-0.0,3.0,65.0,68.0,1.0,,1.0
20180209,ASTAK,ALPHA REAL ESTATE SA(CR),2017-12-01 00:00:00,,,-0.0,,2.0,,,,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,-0.0,-0.0,4.0,66.0,70.0,2.0,,2.0
20180209,ATTICA,ATTICA HOLDINGS (CR),2012-12-01 00:00:00,,-1.0,11.0,,-3.0,,,,,,,,,,,,,,,,,,-0.0,,,7.0,-4.0,,,,,,,,,,,,,,0.0,-4.0,,,,-1.0,,,,,,,,,,,,6.0,5.0,8.0,8.0,16.0,7.0,-4.0,3.0
20180209,ATTICA,ATTICA HOLDINGS (CR),2013-12-01 00:00:00,,1.0,-10.0,,17.0,,,,,,,,,,,,,,,,,,0.0,,,7.0,-0.0,,54.0,,,,,,,,-0.0,,,,0.0,54.0,,,,-52.0,,,,,,,,,,,,-0.0,-52.0,9.0,16.0,25.0,7.0,-0.0,7.0
20180209,ATTICA,ATTICA HOLDINGS (CR),2014-12-01 00:00:00,,1.0,-20.0,,34.0,,,,,,,,,,,,,,,,,,-0.0,,,11.0,-38.0,,31.0,,,,,,,,-4.0,,,,0.0,-6.0,,,75.0,-80.0,,,,,,,,,,,,,-5.0,-1.0,25.0,24.0,11.0,-38.0,-27.0
20180209,ATTICA,ATTICA HOLDINGS (CR),2015-12-01 00:00:00,,1.0,-11.0,,66.0,,,,,,,,,,,,,,,,,,-0.0,,,61.0,-1.0,,,,,,,,,,5.0,,,,0.0,-1.0,,,,-12.0,,,,,,,,,,,,-0.0,-12.0,48.0,24.0,72.0,61.0,-1.0,60.0
20180209,ATTICA,ATTICA HOLDINGS (CR),2016-12-01 00:00:00,,-1.0,-14.0,,56.0,,,,,,,,,,,,,,,,,,-0.0,,,46.0,-4.0,,,,-0.0,,,,,,5.0,,,,-7.0,-11.0,,,8.0,-50.0,,,,,,,,,,,,-14.0,-55.0,-20.0,72.0,51.0,46.0,-4.0,42.0
20180209,ATTICA,ATTICA HOLDINGS (CR),2017-12-01 00:00:00,,-0.0,-12.0,,39.0,,,,,,,,,,,,,,,,,,-0.0,,,34.0,-3.0,,,,-1.0,,,,,,8.0,,,,-7.0,-10.0,,,8.0,-11.0,,,,,,,,,,,,-14.0,-16.0,7.0,40.0,47.0,34.0,-3.0,31.0
20180209,AXON,AXON HOLDING SA (CR),2011-12-01 00:00:00,,1.0,23.0,,-7.0,,,,,,,,,,,,,,,,,,,,,16.0,-11.0,,1.0,-1.0,,,,,,,2.0,1.0,,,3.0,-7.0,,,,,,,,,,,,,,,,-18.0,-18.0,-9.0,16.0,7.0,16.0,-11.0,5.0
20180209,AXON,AXON HOLDING SA (CR),2012-12-01 00:00:00,,2.0,-30.0,,32.0,,,,,,,,,,,,,,,,,,,,,4.0,-2.0,,0.0,-0.0,,,,,,,0.0,1.0,,,1.0,-1.0,,,,,,,,,,,,,,,,-1.0,-1.0,2.0,7.0,9.0,4.0,-2.0,2.0
20180209,AXON,AXON HOLDING SA (CR),2013-12-01 00:00:00,,3.0,-25.0,,36.0,,,,,,,,,,,,,,,,,,,,,14.0,-1.0,,0.0,-1.0,,,,,,,0.0,1.0,,,0.0,-1.0,,,,-4.0,,,,,,,,,,,,-7.0,-11.0,2.0,9.0,11.0,14.0,-1.0,13.0
20180209,AXON,AXON HOLDING SA (CR),2014-12-01 00:00:00,,0.0,-27.0,,36.0,,,,,,,,,,,,,,,,,,,,,9.0,-1.0,,0.0,-2.0,,,,,,,1.0,,,,0.0,-3.0,,,,-7.0,,,,,,,,,,,,-3.0,-10.0,-3.0,11.0,8.0,9.0,-1.0,8.0
20180209,AXON,AXON HOLDING SA (CR),2015-12-01 00:00:00,,1.0,-13.0,,16.0,,,,,,,,,,,,,,,,,,,,,4.0,-4.0,,0.0,-0.0,,,,,,,,1.0,,,0.0,-3.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,8.0,9.0,4.0,-4.0,-1.0
20180209,AXON,AXON HOLDING SA (CR),2017-12-01 00:00:00,,1.0,-23.0,,23.0,,,,,,,,,,,,,,,,,,,,,1.0,-7.0,,,-0.0,,,,,,,2.0,1.0,,,1.0,-5.0,,,,,,,,,,,,,,,,2.0,2.0,-2.0,8.0,6.0,1.0,-7.0,-6.0
20180209,BELA,JUMBO SA (CR),2013-06-01 00:00:00,96.0,4.0,-32.0,-28.0,-27.0,,,19.0,,,,,,,,,,,,,,,-0.0,,,60.0,-38.0,,,,,,1.0,-16.0,-27.0,,,,,,9.0,-44.0,,,,-1.0,,,,,,,,,0.0,,,-2.0,-31.0,-15.0,185.0,170.0,60.0,-38.0,21.0
20180209,BELA,JUMBO SA (CR),2014-06-01 00:00:00,130.0,-10.0,11.0,1.0,-28.0,,,19.0,,,,,,,,,,,,,,,-0.0,,,122.0,-36.0,,,,,,1.0,-208.0,,,-0.0,214.0,,,8.0,-21.0,,,175.0,-156.0,,,,,,,,,,,,-2.0,17.0,118.0,170.0,288.0,122.0,-36.0,86.0
20180209,BELA,JUMBO SA (CR),2015-06-01 00:00:00,137.0,-12.0,20.0,8.0,-38.0,,,21.0,,,,,,,,,,,,,,,-0.0,,,129.0,-59.0,,,,,,3.0,-6.0,,,,,,,9.0,-53.0,,,3.0,-20.0,,,,,-46.0,,,,,,,-1.0,-64.0,11.0,288.0,299.0,129.0,-59.0,70.0
20180209,BELA,JUMBO SA (CR),2016-06-01 00:00:00,165.0,1.0,-24.0,-23.0,-53.0,,,23.0,,,,,,,,,,,,,,,-0.0,,,112.0,-35.0,,0.0,,,,,,,,,,,,8.0,-27.0,,,,-3.0,,,,,,,,,,,,,-3.0,81.0,299.0,380.0,112.0,-35.0,77.0
20180209,BELA,JUMBO SA (CR),2017-06-01 00:00:00,173.0,-43.0,-3.0,-45.0,-47.0,,,23.0,,,,,,,,,,,,,,,-0.0,,,104.0,-38.0,,1.0,,,,,,,,,,,,14.0,-22.0,,,15.0,-0.0,,,,,-97.0,,,,,,,-28.0,-110.0,-29.0,395.0,366.0,104.0,-38.0,66.0
20180209,BELA,JUMBO SA (CR),2017-12-01 00:00:00,173.0,-43.0,-3.0,-45.0,-47.0,,,23.0,,,,,,,,,,,,,,,-0.0,,,104.0,-38.0,,1.0,,,,,,,,,,,,14.0,-22.0,,,15.0,-0.0,,,,,-97.0,,,,,,,-28.0,-110.0,-29.0,395.0,366.0,104.0,-38.0,66.0
20180209,BIOSK,UNIBIOS (CR),2012-12-01 00:00:00,,-0.0,1.0,1.0,-2.0,,,1.0,,,,,,,,,,,,,,,,,,-1.0,-0.0,,0.0,,,,,,,,,,,,0.0,-0.0,,,0.0,-0.0,,,,,,,,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,-1.0
20180209,BIOSK,UNIBIOS (CR),2013-12-01 00:00:00,,0.0,-1.0,-1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,-0.0,,0.0,,-0.0,,,,,,,,,,0.0,0.0,,,,-1.0,,,,,,,,,1.0,,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
20180209,BIOSK,UNIBIOS (CR),2014-12-01 00:00:00,0.0,-0.0,0.0,0.0,-0.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,-0.0,,0.0,,,,,-0.0,-0.0,,,,,,,0.0,,,,-0.0,,,,,,,,,,,,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
20180209,BIOSK,UNIBIOS (CR),2015-12-01 00:00:00,-0.0,-0.0,1.0,1.0,-1.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,-0.0,,0.0,,,,,-0.0,-0.0,,,,,,,-0.0,,,1.0,,,,,,,,,,,,,-0.0,0.0,1.0,0.0,1.0,0.0,-0.0,0.0
20180209,BIOSK,UNIBIOS (CR),2016-12-01 00:00:00,,-0.0,1.0,1.0,-1.0,,,0.0,,,,,,,,,,,,,,,,,,-0.0,-0.0,,0.0,,,,,,,,,,,,0.0,-0.0,,,0.0,-0.0,,,,,,,,,,,,-0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,-0.0
20180209,BIOSK,UNIBIOS (CR),2017-12-01 00:00:00,,0.0,0.0,1.0,-1.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,-1.0,,,,,,,,,,,,,,-0.0,-2.0,,,2.0,-0.0,,,,,,,,,,,,-0.0,2.0,0.0,0.0,0.0,0.0,-1.0,-1.0
20180209,CENER,CENERGY HOLDINGS (CB),2012-12-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180209,CENER,CENERGY HOLDINGS (CB),2013-12-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180209,CENER,CENERGY HOLDINGS (CB),2014-12-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180209,CENER,CENERGY HOLDINGS (CB),2015-12-01 00:00:00,8.0,16.0,-13.0,2.0,-2.0,,,19.0,,,,,,,,,,8.0,,,,,0.0,,,35.0,-47.0,,0.0,,-0.0,-0.0,,-1.0,,,-0.0,1.0,,,1.0,-47.0,,,152.0,-118.0,,,,,,,,,,,,-0.0,35.0,23.0,14.0,38.0,35.0,-48.0,-13.0
20180209,CENER,CENERGY HOLDINGS (CB),2016-12-01 00:00:00,-4.0,-43.0,18.0,-25.0,-1.0,,,20.0,,,,,,,,,,5.0,,,,,1.0,,,-6.0,-23.0,,0.0,,-6.0,-0.0,,-0.0,,,-2.0,,,,1.0,-29.0,,,270.0,-202.0,,,,,,,,,0.0,,,-0.0,67.0,34.0,38.0,71.0,-6.0,-23.0,-29.0
20180209,CENER,CENERGY HOLDINGS (CB),2017-12-01 00:00:00,-11.0,-43.0,54.0,10.0,3.0,,,21.0,,,,,,,,,,1.0,,,,,-0.0,,,25.0,-21.0,,0.0,,,-1.0,,,,,,0.0,,,0.0,-21.0,,,290.0,-294.0,,,,,,,,,,,,-0.0,-4.0,-1.0,34.0,33.0,25.0,-21.0,3.0
20180209,CRETA,KRETA FARM SA (CR),2012-12-01 00:00:00,-10.0,1.0,-1.0,-0.0,3.0,,,5.0,,,,,,,,,,,,,,,,,,-2.0,-2.0,,0.0,,,,,,,,-0.0,,,,-3.0,-4.0,,,10.0,-4.0,,,,,,,,,,,,-1.0,5.0,-1.0,5.0,4.0,-2.0,-2.0,-4.0
20180209,CRETA,KRETA FARM SA (CR),2013-12-01 00:00:00,-23.0,0.0,-2.0,-2.0,16.0,,,5.0,,,,,,,,,,,,,,,-0.0,,,-4.0,-1.0,,0.0,,-0.0,,,,,,-0.0,,,,-0.0,-2.0,,,7.0,-2.0,,,,,,,,,,,,-1.0,4.0,-2.0,4.0,3.0,-4.0,-1.0,-5.0
20180209,CRETA,KRETA FARM SA (CR),2014-12-01 00:00:00,-2.0,-2.0,-0.0,-3.0,1.0,,,5.0,,,,,,,,,,,,,,,0.0,,,1.0,-9.0,,7.0,,,,,-0.0,,,-0.0,0.0,,,,-2.0,,,9.0,-6.0,,,,,,,,,,,,-4.0,-0.0,-1.0,2.0,1.0,1.0,-9.0,-8.0
20180209,CRETA,KRETA FARM SA (CR),2015-12-01 00:00:00,-3.0,-0.0,-1.0,-1.0,-1.0,,,5.0,,,,,,,,,,,,,,,0.0,,,-0.0,-3.0,,,,,,,,,,0.0,,,,0.0,-3.0,,,5.0,-2.0,,,,,,,,,,,,-1.0,3.0,-1.0,1.0,1.0,-0.0,-3.0,-3.0
20180209,CRETA,KRETA FARM SA (CR),2016-12-01 00:00:00,-6.0,-1.0,-1.0,-2.0,5.0,,,8.0,,,,,,,,,,,,,,,,,,4.0,-4.0,,0.0,,,,,,-0.0,,-0.0,,,,-0.0,-4.0,,,13.0,-5.0,,,,,,,,,,,,-8.0,-0.0,0.0,1.0,1.0,4.0,-4.0,0.0
20180209,CRETA,KRETA FARM SA (CR),2017-12-01 00:00:00,-2.0,-0.0,4.0,3.0,2.0,,,9.0,,,,,,,,,,,,,,,-0.0,,,11.0,-6.0,,0.0,,,,,,-0.0,,-0.0,,,,-0.0,-6.0,,,3.0,-4.0,,,,,,,,,,,,-8.0,-9.0,-4.0,4.0,0.0,11.0,-6.0,6.0
20180209,DAIOS,DAIOS PLASTICS SA (CR),2012-12-01 00:00:00,-4.0,1.0,0.0,1.0,2.0,,,3.0,,,,,,,,,,,,,,,,,,3.0,-5.0,,,,,,,,,,,,,,0.0,-5.0,,,7.0,-5.0,,,,,-0.0,,,,,,,-0.0,2.0,-0.0,2.0,1.0,3.0,-5.0,-2.0
20180209,DAIOS,DAIOS PLASTICS SA (CR),2013-12-01 00:00:00,-1.0,-0.0,1.0,1.0,-1.0,,,3.0,,,,,,,,,,,,,,,,,,1.0,-2.0,,,,,,,,,,-0.0,,,,0.0,-2.0,,,8.0,-7.0,,,,,-0.0,,,,,,,,1.0,-1.0,1.0,1.0,1.0,-2.0,-1.0
20180209,DAIOS,DAIOS PLASTICS SA (CR),2014-12-01 00:00:00,2.0,0.0,-1.0,-1.0,1.0,,,4.0,,,,,,,,,,,,,,,,,,5.0,-3.0,,,,,,,,,,0.0,,,,0.0,-3.0,,,11.0,-14.0,,,,,,,,,,,,0.0,-3.0,0.0,1.0,1.0,5.0,-3.0,3.0
20180209,DAIOS,DAIOS PLASTICS SA (CR),2015-12-01 00:00:00,2.0,-1.0,-0.0,-2.0,-1.0,,,4.0,,,,,,,,,,,,,,,,,,3.0,-1.0,,0.0,,-0.0,,,,,,,,,,0.0,-2.0,,,9.0,-10.0,,,,,,,,,,,,,-1.0,0.0,1.0,1.0,3.0,-1.0,1.0
20180209,DAIOS,DAIOS PLASTICS SA (CR),2016-12-01 00:00:00,2.0,-1.0,2.0,1.0,1.0,,,4.0,,,,,,,,,,,,,,,,,,7.0,-2.0,,,,,,,,,,0.0,,,,0.0,-2.0,,,84.0,-88.0,,,,,,,,,,,,0.0,-4.0,1.0,1.0,2.0,7.0,-2.0,5.0
20180209,DAIOS,DAIOS PLASTICS SA (CR),2017-12-01 00:00:00,2.0,-3.0,3.0,0.0,1.0,,,4.0,,,,,,,,,,,,,,,,,,7.0,-2.0,,,,,,,,,,-0.0,,,,0.0,-2.0,,,84.0,-89.0,,,,,,,,,,,,,-5.0,0.0,2.0,2.0,7.0,-2.0,5.0
20180209,EEE,CC HBC AG (CR),2012-12-01 00:00:00,193.0,-10.0,94.0,84.0,92.0,,,378.0,,,,,,,,,,,,,,,1.0,,,754.0,-396.0,,5.0,,,,,-21.0,-123.0,,,,,,8.0,-404.0,,,1088.0,-1186.0,,,,,,,,,0.0,,6.0,-137.0,-358.0,-8.0,447.0,440.0,754.0,-396.0,358.0
20180209,EEE,CC HBC AG (CR),2013-12-01 00:00:00,221.0,6.0,92.0,98.0,29.0,,,357.0,,,,,,,,,,73.0,,,,,-4.0,,,785.0,-380.0,,24.0,,,,,,-2.0,,,15.0,,,10.0,-331.0,,,1597.0,-1489.0,,,,,-124.0,,,,16.0,,6.0,-154.0,-155.0,295.0,439.0,734.0,785.0,-380.0,405.0
20180209,EEE,CC HBC AG (CR),2014-12-01 00:00:00,294.0,-38.0,53.0,15.0,-30.0,,,337.0,,,,,,,,,,58.0,,,,,-11.0,,,686.0,-363.0,,23.0,,,-14.0,,,,,,7.0,,,10.0,-337.0,,,1138.0,-1347.0,,,,,-129.0,,,,1.0,,12.0,-103.0,-440.0,-102.0,738.0,635.0,686.0,-377.0,310.0
20180209,EEE,CC HBC AG (CR),2015-12-01 00:00:00,281.0,-37.0,81.0,44.0,21.0,,,308.0,,,,,,,,,,76.0,,,,,-13.0,,,739.0,-332.0,,18.0,,,,,,-58.0,,,121.0,,,7.0,-186.0,,,743.0,-1163.0,,,,,-131.0,,,,5.0,,9.0,-85.0,-689.0,-149.0,636.0,487.0,739.0,-332.0,408.0
20180209,EEE,CC HBC AG (CR),2016-12-01 00:00:00,344.0,4.0,9.0,12.0,-21.0,,,306.0,,,,,,,,,,114.0,,,,,-46.0,,,763.0,-348.0,,36.0,,-20.0,,,,,,,18.0,,,10.0,-304.0,,,680.0,-738.0,,,,,-145.0,,,,25.0,,8.0,-149.0,-328.0,86.0,487.0,573.0,763.0,-348.0,416.0
20180209,EEE,CC HBC AG (CR),2017-12-01 00:00:00,396.0,-46.0,-59.0,-105.0,-64.0,,,288.0,,,,,,,,,,126.0,,,,,-22.0,,,647.0,-364.0,,23.0,,,,,,,,,23.0,,,11.0,-306.0,,,78.0,-503.0,,,,,,,,,46.0,,8.0,-221.0,-600.0,-280.0,929.0,649.0,647.0,-366.0,282.0
20180209,ELFIS,HELLENIC FISHFARMING SA (CR),2010-12-01 00:00:00,3.0,,-4.0,-4.0,-1.0,,,2.0,,,,,,,,,,,,,,,,,,-0.0,-0.0,,0.0,,,,,,,,,,,,,-0.0,,,0.0,,,,,,,,,,,,,-0.0,0.0,-0.0,1.0,0.0,-0.0,-0.0,-0.0
20180209,ELFIS,HELLENIC FISHFARMING SA (CR),2011-12-01 00:00:00,0.0,,-5.0,-5.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,-1.0,-1.0,,0.0,,,,,,,,,,,,0.0,-1.0,,,1.0,,,,,,,,,,,,,0.0,1.0,-0.0,0.0,0.0,-1.0,-1.0,-1.0
20180209,ELFIS,HELLENIC FISHFARMING SA (CR),2012-12-01 00:00:00,0.0,,-3.0,-3.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,-1.0,,0.0,,,,,,,,,,,,,-1.0,,,,-0.0,,,,,,,,,,,,0.0,-0.0,-0.0,0.0,0.0,1.0,-1.0,0.0
20180209,ELFIS,HELLENIC FISHFARMING SA (CR),2013-12-01 00:00:00,-8.0,5.0,0.0,6.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,-0.0,,0.0,,,,,,,,,,,,,-0.0,,,,,,,,,-0.0,,,,,,,0.0,-0.0,0.0,0.0,0.0,1.0,-0.0,0.0
20180209,ELFIS,HELLENIC FISHFARMING SA (CR),2014-12-01 00:00:00,,14.0,3.0,17.0,-18.0,,,1.0,,,,,,,,,,,,,,,,,,-0.0,-0.0,,0.0,,,,,,,,-0.0,,,,,-0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
20180209,ELFIS,HELLENIC FISHFARMING SA (CR),2017-12-01 00:00:00,,14.0,3.0,17.0,-18.0,,,1.0,,,,,,,,,,,,,,,,,,-0.0,-0.0,,0.0,,,,,,,,-0.0,,,,,-0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
20180209,ELLAKTOR,ELLAKTOR (CR),2012-12-01 00:00:00,58.0,-14.0,57.0,43.0,-90.0,,,103.0,,,,,,,,,,,,,,,,,,115.0,-96.0,,7.0,,121.0,,,,,,,,,,-92.0,-60.0,,,221.0,-366.0,,,,,-5.0,,,,,,,-5.0,-154.0,-99.0,806.0,707.0,115.0,-96.0,19.0
20180209,ELLAKTOR,ELLAKTOR (CR),2013-12-01 00:00:00,16.0,5.0,76.0,81.0,-44.0,,,107.0,,,,,,,,,,,,,,,,,,160.0,-74.0,,9.0,,60.0,,,,,,,,,,80.0,74.0,,,637.0,-736.0,,,,,-35.0,,,,,,,9.0,-125.0,109.0,707.0,815.0,160.0,-74.0,86.0
20180209,ELLAKTOR,ELLAKTOR (CR),2014-12-01 00:00:00,-11.0,3.0,-70.0,-66.0,14.0,,,106.0,,,,,,,,,,,,,,,,,,23.0,-104.0,,9.0,,3.0,,,,,,-19.0,43.0,,,9.0,-39.0,,,197.0,-297.0,,,,,-44.0,,,,,,,25.0,-119.0,-135.0,815.0,680.0,23.0,-104.0,-81.0
20180209,ELLAKTOR,ELLAKTOR (CR),2015-12-01 00:00:00,-54.0,-9.0,-69.0,-78.0,50.0,,,126.0,,,,,,,,,,,,,,,3.0,,,34.0,-113.0,,3.0,,-91.0,,,,-0.0,,-10.0,,,,23.0,-178.0,,,301.0,-366.0,,,,,-27.0,,,,,,,4.0,-88.0,-230.0,680.0,450.0,34.0,-113.0,-79.0
20180209,ELLAKTOR,ELLAKTOR (CR),2016-12-01 00:00:00,-38.0,-1.0,120.0,119.0,-19.0,,,119.0,,,,,,,,,,,,,,,1.0,,,160.0,-60.0,,3.0,,25.0,,,,,,-23.0,,,,20.0,-12.0,,,225.0,-289.0,,,,,-31.0,,,,,,,-8.0,-103.0,46.0,450.0,496.0,160.0,-60.0,100.0
20180209,ELLAKTOR,ELLAKTOR (CR),2017-12-01 00:00:00,-16.0,5.0,48.0,53.0,23.0,,,106.0,,,,,,,,,,,,,,,-1.0,,,137.0,-108.0,,4.0,,14.0,,,,,,-29.0,,,,20.0,-70.0,,,253.0,-257.0,,,,,-31.0,,,,,,,-7.0,-42.0,24.0,425.0,450.0,137.0,-108.0,29.0
