collection_date,sticker,companyName,date,currentAssets_cash_and_cash_equivalents,currentAssets_cash_and_due_from_banks,currentAssets_short_term_investments,currentAssets_total_cash,currentAssets_inventories,currentAssets_deposits,currentAssets_derivative_assets,currentAssets_accumulated_other_comprehensive_income,currentAssets_trading_assets,currentAssets_other_current_assets,currentAssets_total_current_assets,nonCurrentAssets_land,nonCurrentAssets_fixtures_and_equipment,nonCurrentAssets_other_properties,nonCurrentAssets_property_and_equipment,nonCurrentAssets_property_and_equipment_at_cost,nonCurrentAssets_property_and_equipment_net,nonCurrentAssets_real_estate_properties,nonCurrentAssets_real_estate_properties_net,nonCurrentAssets_accumulated_depreciation,nonCurrentAssets_goodwill,nonCurrentAssets_intangible_assets,nonCurrentAssets_other_intangible_assets,nonCurrentAssets_deferred_revenues,nonCurrentAssets_receivables,nonCurrentAssets_premiums_and_other_receivables,nonCurrentAssets_unearned_premiums,nonCurrentAssets_prepaid_expenses,nonCurrentAssets_general_partner,nonCurrentAssets_minority_interest,nonCurrentAssets_net_loans,nonCurrentAssets_investments,nonCurrentAssets_equity_and_other_investments,nonCurrentAssets_other_long_term_assets,nonCurrentAssets_total_non_current_assets,other_assets,total_assets,currentLiabilities_accounts_payable,currentLiabilities_payables_and_accrued_expenses,currentLiabilities_short_term_debt,currentLiabilities_short_term_borrowing,currentLiabilities_capital_leases,currentLiabilities_taxes_payable,currentAssets_derivative_liabilities,currentLiabilities_other_current_liabilities,currentLiabilities_total_current_liabilities,nonCurrentLiabilities_accrued_liabilities,nonCurrentLiabilities_debt_securities,nonCurrentLiabilities_long_term_debt,nonCurrentLiabilities_capital_leases,nonCurrentLiabilities_deferred_taxes_liabilities,nonCurrentAssets_deferred_income_taxes,nonCurrentLiabilities_pensions_and_other_benefits,nonCurrentLiabilities_other_long_term_liabilities,nonCurrentLiabilities_total_non_current_liabilities,other_liabilities,total_liabilities,stockholdersEquity_additional_paid_in_capital,stockholdersEquity_retained_earnings,stockholdersEquity_treasurey_stock,stockholdersEquity_preferred_stock,stockholdersEquity_common_stock,total_stockholders_equity,total_liabilities_and_stockholders_equity
20180209,AEGEK,AEGEK (CR),2012-12-01 00:00:00,0.0,,,,,,,28.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,41.0,41.0,,,,,,,,,,,,,,,,,,,13.0,13.0,,,,,,28.0,41.0
20180209,AEGEK,AEGEK (CR),2013-12-01 00:00:00,23.0,,,,,,,-3.0,,,,,,,,,,57.0,15.0,,,0.0,,,,,,,,,,,,,,228.0,266.0,,,,26.0,,,,,,,,242.0,,,,,,,1.0,269.0,,,,,,-3.0,266.0
20180209,AEGEK,AEGEK (CR),2014-12-01 00:00:00,3.0,,,,,,,-12.0,,,,,,,,,,46.0,11.0,,,0.0,,,,,,,,,,,,,,228.0,242.0,,,,37.0,,,,,,,,240.0,,,,,,,-24.0,253.0,,,,,,-12.0,242.0
20180209,AEGEK,AEGEK (CR),2015-12-01 00:00:00,6.0,,,,,,,-20.0,,,,,,,,,,40.0,8.0,,,0.0,,,,,,,,,,,,,,185.0,199.0,,,,44.0,,,,,,,,236.0,,,,,,,-61.0,219.0,,,,,,-20.0,199.0
20180209,AEGEK,AEGEK (CR),2016-12-01 00:00:00,3.0,,,,,,,-24.0,,,,,,,,,,32.0,5.0,,,0.0,,,,,,,,,,,,,,140.0,149.0,,,,28.0,,,,,,,,231.0,,,,,,,-86.0,173.0,,,,,,-24.0,149.0
20180209,AEGN,AEGEAN AIRLINES (CR),2012-12-01 00:00:00,149.0,,7.0,156.0,5.0,,,47.0,,49.0,215.0,,,,,148.0,89.0,,,-59.0,,27.0,,,,,,4.0,,,,,,49.0,182.0,,397.0,,,4.0,,,,,122.0,134.0,,,8.0,62.0,,17.0,8.0,32.0,110.0,,244.0,145.0,-39.0,,,,153.0,397.0
20180209,AEGN,AEGEAN AIRLINES (CR),2013-12-01 00:00:00,227.0,,17.0,244.0,11.0,,,48.0,,79.0,339.0,,,,,174.0,102.0,,,-72.0,,84.0,,,,,,5.0,,,,,,16.0,222.0,,561.0,54.0,,,,,10.0,,143.0,215.0,,,,51.0,,20.0,8.0,75.0,134.0,,348.0,145.0,20.0,,,,213.0,561.0
20180209,AEGN,AEGEAN AIRLINES (CR),2014-12-01 00:00:00,207.0,,35.0,243.0,13.0,,,45.0,,88.0,354.0,,,,,162.0,80.0,,,-81.0,,87.0,,,,,,11.0,,,,,,87.0,273.0,,627.0,63.0,,,,,15.0,,198.0,286.0,,,,50.0,,19.0,7.0,69.0,125.0,,411.0,73.0,99.0,,,,216.0,627.0
20180209,AEGN,AEGEAN AIRLINES (CR),2015-12-01 00:00:00,153.0,,34.0,187.0,13.0,,,33.0,,180.0,395.0,,,,,227.0,135.0,,,-92.0,,87.0,,,,,,14.0,,,,,,35.0,274.0,,669.0,77.0,,,,,8.0,,238.0,333.0,,,,45.0,,17.0,,69.0,114.0,,447.0,73.0,116.0,,,,222.0,669.0
20180209,AEGN,AEGEAN AIRLINES (CR),2016-12-01 00:00:00,248.0,,30.0,278.0,16.0,,,77.0,,106.0,425.0,,,,,209.0,101.0,,,-108.0,,87.0,,,,,,25.0,,,,,,38.0,226.0,,651.0,,,,,,,,309.0,319.0,,,,36.0,11.0,,,41.0,87.0,,406.0,73.0,95.0,,,,244.0,651.0
20180209,ALCO,ALCO HELLAS SA (CR),2008-12-01 00:00:00,,,,,45.0,,,-12.0,,55.0,100.0,,,,,,105.0,,,,,1.0,,,,,,,,,,,,2.0,109.0,,208.0,13.0,,30.0,,,,,22.0,65.0,,,59.0,0.0,7.0,1.0,3.0,4.0,74.0,,139.0,14.0,,-2.0,,39.0,,178.0
20180209,ALCO,ALCO HELLAS SA (CR),2009-12-01 00:00:00,4.0,,0.0,4.0,31.0,,,-2.0,,40.0,75.0,,,,,243.0,99.0,,,-144.0,,1.0,,,,,,,,31.0,,,,2.0,103.0,,178.0,11.0,,23.0,,,,,21.0,54.0,,,47.0,0.0,6.0,2.0,3.0,3.0,91.0,,145.0,14.0,-10.0,-2.0,,33.0,,178.0
20180209,ALCO,ALCO HELLAS SA (CR),2010-12-01 00:00:00,7.0,,0.0,7.0,37.0,,,1.0,,37.0,81.0,,,,,242.0,96.0,,,-146.0,,1.0,,,,,,,,34.0,,,,1.0,100.0,,182.0,14.0,,23.0,,,,,21.0,58.0,,,46.0,0.0,6.0,2.0,3.0,2.0,91.0,,149.0,14.0,-13.0,-2.0,,33.0,,182.0
20180209,ALCO,ALCO HELLAS SA (CR),2011-12-01 00:00:00,2.0,,0.0,2.0,34.0,,,12.0,,34.0,71.0,,,,,250.0,96.0,,,-154.0,,0.0,,,,,,,,35.0,,,,1.0,100.0,,171.0,12.0,,31.0,,,,,22.0,65.0,,,38.0,0.0,5.0,2.0,3.0,1.0,83.0,,148.0,14.0,-24.0,-2.0,,23.0,,171.0
20180209,ALCO,ALCO HELLAS SA (CR),2012-12-01 00:00:00,5.0,,0.0,6.0,35.0,,,20.0,,30.0,70.0,,,,,253.0,89.0,,,-164.0,,0.0,,,,,,,,36.0,,,,1.0,93.0,,163.0,,,39.0,,,,,30.0,68.0,,,34.0,,4.0,2.0,,5.0,79.0,,148.0,14.0,-32.0,-2.0,,15.0,,163.0
20180209,ALMY,ALUMIL (CR),2012-12-01 00:00:00,26.0,,,26.0,69.0,,,-30.0,,88.0,184.0,,,,,293.0,156.0,,,-137.0,,0.0,,,,,,,,12.0,,,,1.0,160.0,,344.0,27.0,,60.0,,,,,12.0,100.0,,,114.0,,6.0,2.0,,25.0,157.0,,257.0,33.0,-3.0,,,87.0,,344.0
20180209,ALMY,ALUMIL (CR),2013-12-01 00:00:00,18.0,,0.0,18.0,69.0,,,-14.0,,70.0,158.0,,,,,299.0,152.0,,,-147.0,,1.0,,,,,,,,12.0,,,,1.0,156.0,,314.0,19.0,,45.0,,,,,36.0,100.0,,,102.0,,6.0,2.0,,24.0,145.0,,244.0,33.0,-19.0,,,70.0,,314.0
20180209,ALMY,ALUMIL (CR),2014-12-01 00:00:00,14.0,,0.0,14.0,72.0,,,0.0,,71.0,157.0,,,,,300.0,144.0,,,-155.0,,1.0,,,,,,,,11.0,,,,1.0,148.0,,305.0,24.0,,50.0,,,,,11.0,85.0,,,124.0,,5.0,2.0,,23.0,162.0,,247.0,33.0,-33.0,,,58.0,,305.0
20180209,ALMY,ALUMIL (CR),2015-12-01 00:00:00,22.0,,0.0,22.0,66.0,,,8.0,,63.0,152.0,,,,,309.0,146.0,,,-163.0,,1.0,,,,,,,,14.0,,,,1.0,150.0,,301.0,20.0,,50.0,,,,,10.0,80.0,,,131.0,,5.0,2.0,,23.0,173.0,,252.0,33.0,-42.0,,,49.0,,301.0
20180209,ALMY,ALUMIL (CR),2016-12-01 00:00:00,18.0,,0.0,18.0,73.0,,,13.0,,64.0,156.0,,,,,315.0,144.0,,,-171.0,,1.0,,,,,,,,19.0,,,,2.0,149.0,,304.0,,,162.0,,,,,41.0,203.0,,,11.0,,4.0,2.0,,22.0,56.0,,259.0,33.0,-46.0,,,46.0,,304.0
20180209,ALPHA,ALPHA BANK (CR),2012-12-01 00:00:00,,4820.0,,,,53669.0,737.0,1516.0,20.0,,,,,,1155.0,,,,,,,,143.0,,,,,,,,40495.0,,,,,11007.0,58357.0,,,,,,,1519.0,,,,-20.0,,,,,,,,2409.0,57597.0,2758.0,-3513.0,,,,761.0,58357.0
20180209,ALPHA,ALPHA BANK (CR),2013-12-01 00:00:00,,1688.0,,,,61568.0,797.0,4880.0,9.0,,,,,,1122.0,,,,,,,,243.0,,,,,,,,54245.0,,,,,15602.0,73697.0,,,,,,,1374.0,,,,-9.0,,,,,,,,2412.0,65353.0,4212.0,-748.0,,,,8344.0,73697.0
20180209,ALPHA,ALPHA BANK (CR),2014-12-01 00:00:00,,2019.0,,,,43520.0,1148.0,3968.0,,,,,,,1083.0,,,,,,,,331.0,,,,,,,,56628.0,,,,,11725.0,72935.0,,,,,,,1949.0,,,,,,,,,,,,19784.0,65252.0,4858.0,-1143.0,,,,7683.0,72935.0
20180209,ALPHA,ALPHA BANK (CR),2015-12-01 00:00:00,,1730.0,,,,31623.0,793.0,786.0,,,,,,,861.0,,,,,,,,342.0,,,,,,,,52452.0,,,,,13118.0,69296.0,,,,,,,1551.0,,,,,,,,,,,,27092.0,60266.0,10791.0,-2547.0,,,,9030.0,69296.0
20180209,ALPHA,ALPHA BANK (CR),2016-12-01 00:00:00,,1515.0,,,,51337.0,634.0,808.0,,,,,,,794.0,,,,,,,,371.0,,,,,,,,49061.0,,,,,12497.0,64872.0,,,,,,,1362.0,,,,,,,,,,,,3081.0,55780.0,10791.0,-2507.0,,,,9092.0,64872.0
20180209,ALTEC,ALTEC SA (CR),2012-12-01 00:00:00,3.0,,,3.0,1.0,,,82.0,,,22.0,,,,,25.0,2.0,,,-23.0,,9.0,,,16.0,,,3.0,,-13.0,,,,0.0,12.0,,33.0,16.0,,62.0,,,0.0,,13.0,90.0,,,19.0,,0.0,,,4.0,9.0,,100.0,90.0,-238.0,,,,-66.0,33.0
20180209,ALTEC,ALTEC SA (CR),2013-12-01 00:00:00,3.0,,,3.0,1.0,,,81.0,,-0.0,19.0,,,,,25.0,2.0,,,-23.0,,8.0,,,13.0,,,2.0,,-13.0,,,,0.0,10.0,,29.0,14.0,,67.0,,,0.0,,10.0,91.0,,,20.0,,0.0,,,4.0,10.0,,101.0,90.0,-243.0,,,,-72.0,29.0
20180209,ALTEC,ALTEC SA (CR),2014-12-01 00:00:00,5.0,,,5.0,1.0,,,84.0,,,21.0,,,,,25.0,2.0,,,-23.0,,7.0,,,12.0,,,3.0,,-14.0,,,,0.0,9.0,,30.0,12.0,,71.0,,,0.0,,11.0,94.0,,,20.0,,0.0,,,5.0,11.0,,105.0,90.0,-250.0,,,,-76.0,30.0
20180209,ALTEC,ALTEC SA (CR),2015-12-01 00:00:00,7.0,,,7.0,0.0,,,86.0,,,20.0,,,,,25.0,1.0,,,-24.0,,5.0,,,9.0,,,4.0,,-14.0,,,,0.0,6.0,,26.0,13.0,,88.0,,,0.0,,14.0,115.0,,,8.0,,1.0,,,5.0,-0.0,,115.0,90.0,-264.0,,,,-88.0,26.0
20180209,ALTEC,ALTEC SA (CR),2016-12-01 00:00:00,4.0,,,4.0,0.0,,,85.0,,0.0,13.0,,,,,2.0,1.0,,,-2.0,,2.0,,,7.0,,,1.0,,-13.0,,,,0.0,3.0,,16.0,10.0,,99.0,,,0.0,,14.0,123.0,,,,,0.0,,,3.0,-10.0,,113.0,90.0,-273.0,,,,-97.0,16.0
20180209,ANDRO,ANDROMEDA SA (CR),2012-12-01 00:00:00,1.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0,,,,,,0.0,,,,,,,,,,,,,1.0,1.0,,-0.0,,,7.0,7.0,8.0
20180209,ANDRO,ANDROMEDA SA (CR),2013-12-01 00:00:00,1.0,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,12.0,,,,,,0.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,11.0,11.0,12.0
20180209,ANDRO,ANDROMEDA SA (CR),2014-12-01 00:00:00,1.0,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,10.0,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,-1.0,,,9.0,9.0,10.0
20180209,ANDRO,ANDROMEDA SA (CR),2015-12-01 00:00:00,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,1.0,-2.0,,,8.0,8.0,8.0
20180209,ANDRO,ANDROMEDA SA (CR),2016-12-01 00:00:00,1.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,9.0,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,1.0,-1.0,-0.0,,9.0,9.0,9.0
20180209,ANEK,ANEK LINES SA (CR),2012-12-01 00:00:00,4.0,,1.0,5.0,6.0,,,213.0,,57.0,68.0,,,,,528.0,321.0,,,-207.0,,0.0,,,,,,,,7.0,,,,3.0,324.0,,393.0,37.0,,,,,,,301.0,337.0,,,,,1.0,0.0,,8.0,16.0,,353.0,1.0,-174.0,,,,39.0,393.0
20180209,ANEK,ANEK LINES SA (CR),2013-12-01 00:00:00,4.0,,1.0,5.0,5.0,,,213.0,,49.0,58.0,,,,,520.0,301.0,,,-219.0,,0.0,,,,,,,,6.0,,,,4.0,305.0,,363.0,31.0,,291.0,,,,,25.0,346.0,,,0.0,,1.0,0.0,,6.0,13.0,,359.0,1.0,-209.0,,,,4.0,363.0
20180209,ANEK,ANEK LINES SA (CR),2014-12-01 00:00:00,4.0,,1.0,4.0,3.0,,,64.0,,58.0,65.0,,,,,474.0,292.0,,,-182.0,,0.0,,,,,,,,5.0,,,,4.0,296.0,,362.0,29.0,,274.0,,,,,25.0,329.0,,,4.0,26.0,1.0,0.0,,12.0,47.0,,376.0,1.0,-79.0,,,,-14.0,362.0
20180209,ANEK,ANEK LINES SA (CR),2015-12-01 00:00:00,6.0,,4.0,10.0,3.0,,,64.0,,48.0,61.0,,,,,454.0,270.0,,,-184.0,,0.0,,,,,,,,4.0,,,,4.0,274.0,,335.0,20.0,,280.0,,,,,14.0,314.0,,,4.0,12.0,1.0,0.0,,12.0,34.0,,348.0,1.0,-78.0,,,,-13.0,335.0
20180209,ANEK,ANEK LINES SA (CR),2016-12-01 00:00:00,12.0,,6.0,17.0,3.0,,,64.0,,43.0,63.0,,,,,460.0,266.0,,,-194.0,,0.0,,,,,,,,5.0,,,,4.0,270.0,,333.0,23.0,,282.0,,,,,10.0,315.0,,,3.0,11.0,1.0,0.0,,9.0,30.0,,345.0,1.0,-77.0,,,,-12.0,333.0
20180209,ANEMOS,ELTECH ANEMOS S.A. (CR),2012-12-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180209,ANEMOS,ELTECH ANEMOS S.A. (CR),2013-12-01 00:00:00,3.0,,,3.0,,,,26.0,,42.0,44.0,,,,,256.0,215.0,,,-41.0,,18.0,,,,,,0.0,,5.0,,,,10.0,243.0,,288.0,,,26.0,,,0.0,,8.0,35.0,,,109.0,1.0,0.0,1.0,,64.0,180.0,,215.0,44.0,3.0,,,,73.0,288.0
20180209,ANEMOS,ELTECH ANEMOS S.A. (CR),2014-12-01 00:00:00,23.0,,,23.0,,,,33.0,,37.0,60.0,,,,,294.0,244.0,,,-50.0,,16.0,,,,,,0.0,,5.0,,,,10.0,271.0,,330.0,,,29.0,,,,,8.0,37.0,,,115.0,1.0,2.0,1.0,,59.0,183.0,,220.0,71.0,7.0,,,,110.0,330.0
20180209,ANEMOS,ELTECH ANEMOS S.A. (CR),2015-12-01 00:00:00,5.0,,4.0,10.0,,,,33.0,,29.0,38.0,,,,,328.0,268.0,,,-60.0,,15.0,,,,,,0.0,,5.0,,,,8.0,290.0,,329.0,,,24.0,,,0.0,,5.0,30.0,,,113.0,1.0,6.0,,,56.0,181.0,,211.0,71.0,14.0,,,,117.0,329.0
20180209,ANEMOS,ELTECH ANEMOS S.A. (CR),2016-12-01 00:00:00,4.0,,3.0,7.0,,,,34.0,,47.0,55.0,,,,,350.0,279.0,,,-71.0,,17.0,,,,,,0.0,,5.0,,,,2.0,298.0,,353.0,,,24.0,,,0.0,,11.0,36.0,,,116.0,0.0,11.0,,,57.0,190.0,,225.0,71.0,23.0,,,,127.0,353.0
20180209,ANEP,"ANEK LINES SA (PR, issue '90)",2012-12-01 00:00:00,4.0,,1.0,5.0,6.0,,,213.0,,57.0,68.0,,,,,528.0,321.0,,,-207.0,,0.0,,,,,,,,7.0,,,,3.0,324.0,,393.0,37.0,,,,,,,301.0,337.0,,,,,1.0,0.0,,8.0,16.0,,353.0,1.0,-174.0,,,,39.0,393.0
20180209,ANEP,"ANEK LINES SA (PR, issue '90)",2013-12-01 00:00:00,4.0,,1.0,5.0,5.0,,,213.0,,49.0,58.0,,,,,520.0,301.0,,,-219.0,,0.0,,,,,,,,6.0,,,,4.0,305.0,,363.0,31.0,,291.0,,,,,25.0,346.0,,,0.0,,1.0,0.0,,6.0,13.0,,359.0,1.0,-209.0,,,,4.0,363.0
20180209,ANEP,"ANEK LINES SA (PR, issue '90)",2014-12-01 00:00:00,4.0,,1.0,4.0,3.0,,,64.0,,58.0,65.0,,,,,474.0,292.0,,,-182.0,,0.0,,,,,,,,5.0,,,,4.0,296.0,,362.0,29.0,,274.0,,,,,25.0,329.0,,,4.0,26.0,1.0,0.0,,12.0,47.0,,376.0,1.0,-79.0,,,,-14.0,362.0
20180209,ANEP,"ANEK LINES SA (PR, issue '90)",2015-12-01 00:00:00,6.0,,4.0,10.0,3.0,,,64.0,,48.0,61.0,,,,,454.0,270.0,,,-184.0,,0.0,,,,,,,,4.0,,,,4.0,274.0,,335.0,20.0,,280.0,,,,,14.0,314.0,,,4.0,12.0,1.0,0.0,,12.0,34.0,,348.0,1.0,-78.0,,,,-13.0,335.0
20180209,ANEP,"ANEK LINES SA (PR, issue '90)",2016-12-01 00:00:00,12.0,,6.0,17.0,3.0,,,64.0,,43.0,63.0,,,,,460.0,266.0,,,-194.0,,0.0,,,,,,,,5.0,,,,4.0,270.0,,333.0,23.0,,282.0,,,,,10.0,315.0,,,3.0,11.0,1.0,0.0,,9.0,30.0,,345.0,1.0,-77.0,,,,-12.0,333.0
20180209,ANEPO,"ANEK LINES SA (PR, issue '96)",2012-12-01 00:00:00,4.0,,1.0,5.0,6.0,,,213.0,,57.0,68.0,,,,,528.0,321.0,,,-207.0,,0.0,,,,,,,,7.0,,,,3.0,324.0,,393.0,37.0,,,,,,,301.0,337.0,,,,,1.0,0.0,,8.0,16.0,,353.0,1.0,-174.0,,,,39.0,393.0
20180209,ANEPO,"ANEK LINES SA (PR, issue '96)",2013-12-01 00:00:00,4.0,,1.0,5.0,5.0,,,213.0,,49.0,58.0,,,,,520.0,301.0,,,-219.0,,0.0,,,,,,,,6.0,,,,4.0,305.0,,363.0,31.0,,291.0,,,,,25.0,346.0,,,0.0,,1.0,0.0,,6.0,13.0,,359.0,1.0,-209.0,,,,4.0,363.0
20180209,ANEPO,"ANEK LINES SA (PR, issue '96)",2014-12-01 00:00:00,4.0,,1.0,4.0,3.0,,,64.0,,58.0,65.0,,,,,474.0,292.0,,,-182.0,,0.0,,,,,,,,5.0,,,,4.0,296.0,,362.0,29.0,,274.0,,,,,25.0,329.0,,,4.0,26.0,1.0,0.0,,12.0,47.0,,376.0,1.0,-79.0,,,,-14.0,362.0
20180209,ANEPO,"ANEK LINES SA (PR, issue '96)",2015-12-01 00:00:00,6.0,,4.0,10.0,3.0,,,64.0,,48.0,61.0,,,,,454.0,270.0,,,-184.0,,0.0,,,,,,,,4.0,,,,4.0,274.0,,335.0,20.0,,280.0,,,,,14.0,314.0,,,4.0,12.0,1.0,0.0,,12.0,34.0,,348.0,1.0,-78.0,,,,-13.0,335.0
20180209,ANEPO,"ANEK LINES SA (PR, issue '96)",2016-12-01 00:00:00,12.0,,6.0,17.0,3.0,,,64.0,,43.0,63.0,,,,,460.0,266.0,,,-194.0,,0.0,,,,,,,,5.0,,,,4.0,270.0,,333.0,23.0,,282.0,,,,,10.0,315.0,,,3.0,11.0,1.0,0.0,,9.0,30.0,,345.0,1.0,-77.0,,,,-12.0,333.0
20180209,ASTAK,ALPHA REAL ESTATE SA(CR),2012-12-01 00:00:00,49.0,,,,,,,55.0,,,,,,,,,,1.0,0.0,,,0.0,,,,,,,,,,,,,,78.0,128.0,,,,,,,,,,,,,,,,,,,6.0,6.0,20.0,47.0,,,,122.0,128.0
20180209,ASTAK,ALPHA REAL ESTATE SA(CR),2013-12-01 00:00:00,54.0,,,,,,,55.0,,,,,,,,,,1.0,0.0,,,0.0,,,,,,,,,,,,,,79.0,133.0,,,,,,,,,,,,,,,,,,,6.0,6.0,20.0,51.0,,,,126.0,133.0
20180209,ASTAK,ALPHA REAL ESTATE SA(CR),2014-12-01 00:00:00,58.0,,,,,,,60.0,,,,,,,,,,3.0,2.0,,,0.0,,,,,,,,,,,,,,75.0,135.0,,,,,,,,,,,,,,,,,,,5.0,5.0,20.0,50.0,,,,130.0,135.0
20180209,ASTAK,ALPHA REAL ESTATE SA(CR),2015-12-01 00:00:00,65.0,,,,,,,60.0,,,,,,,,,,3.0,2.0,,,0.0,,,,,,,,,,,,,,71.0,138.0,,,,,,,,,,,,,,,,,,,4.0,4.0,20.0,53.0,,,,134.0,138.0
20180209,ASTAK,ALPHA REAL ESTATE SA(CR),2016-12-01 00:00:00,68.0,,,,,,,60.0,,,,,,,,,,3.0,2.0,,,0.0,,,,,,,,,,,,,,71.0,140.0,,,,,,,,,,,,,,,,,,,12.0,12.0,20.0,48.0,,,,128.0,140.0
20180209,ATTICA,ATTICA HOLDINGS (CR),2012-12-01 00:00:00,16.0,,,16.0,5.0,,,210.0,,53.0,74.0,,,,,958.0,707.0,,,-251.0,,1.0,,,,,,,,,,,,1.0,709.0,,783.0,26.0,,341.0,,,0.0,,13.0,381.0,1.0,,,,0.0,,,51.0,52.0,,433.0,290.0,-150.0,,,,350.0,783.0
20180209,ATTICA,ATTICA HOLDINGS (CR),2013-12-01 00:00:00,25.0,,,25.0,5.0,,,210.0,,58.0,88.0,,,,,905.0,629.0,,,-276.0,,1.0,,,,,,,,,,,,1.0,631.0,,719.0,,,221.0,,,0.0,,73.0,295.0,1.0,,68.0,,0.0,,,14.0,84.0,,379.0,290.0,-160.0,,,,340.0,719.0
20180209,ATTICA,ATTICA HOLDINGS (CR),2014-12-01 00:00:00,24.0,,,24.0,3.0,,,185.0,,65.0,92.0,,,,,865.0,581.0,,,-284.0,,1.0,,,,,,,,,,,,1.0,583.0,,675.0,,,11.0,,,0.0,,37.0,49.0,,,271.0,,0.0,,,16.0,287.0,,335.0,290.0,-135.0,,,,340.0,675.0
20180209,ATTICA,ATTICA HOLDINGS (CR),2015-12-01 00:00:00,72.0,,,72.0,3.0,,,173.0,,65.0,140.0,,,,,873.0,566.0,,,-307.0,,2.0,,,,,,,,,,,,1.0,569.0,,709.0,,,,,,0.0,,31.0,73.0,,,,,0.0,,,260.0,260.0,,332.0,290.0,-87.0,,,,376.0,709.0
20180209,ATTICA,ATTICA HOLDINGS (CR),2016-12-01 00:00:00,51.0,,6.0,57.0,4.0,,,178.0,,75.0,136.0,,,,,878.0,548.0,,,-331.0,,2.0,,,,,,,,,,,,8.0,558.0,,694.0,,,25.0,,,1.0,,33.0,59.0,,,227.0,3.0,0.0,,,3.0,233.0,,292.0,290.0,-67.0,,,,402.0,694.0
20180209,AXON,AXON HOLDING SA (CR),2011-12-01 00:00:00,7.0,,0.0,7.0,16.0,,,29.0,,207.0,230.0,,,,,517.0,409.0,,,-107.0,,53.0,,,,,,,,70.0,,,,52.0,518.0,,749.0,,,376.0,,,12.0,,173.0,561.0,,,26.0,29.0,,3.0,,71.0,229.0,,790.0,33.0,-93.0,-11.0,,,-41.0,749.0
20180209,AXON,AXON HOLDING SA (CR),2012-12-01 00:00:00,9.0,,0.0,9.0,7.0,,,7.0,,231.0,246.0,,,,,487.0,367.0,,,-120.0,,31.0,,,,,,,,56.0,,,,52.0,453.0,,699.0,,,407.0,,,18.0,,203.0,628.0,,,40.0,,,3.0,,34.0,159.0,,787.0,33.0,-117.0,-11.0,,,-87.0,699.0
20180209,AXON,AXON HOLDING SA (CR),2013-12-01 00:00:00,11.0,,0.0,11.0,4.0,,,5.0,,162.0,177.0,,,,,480.0,346.0,,,-133.0,,27.0,,,,,,,,26.0,,,,54.0,427.0,,604.0,,,390.0,,,21.0,,180.0,591.0,,,29.0,24.0,,,,33.0,132.0,,723.0,33.0,-147.0,-11.0,,,-119.0,604.0
20180209,AXON,AXON HOLDING SA (CR),2014-12-01 00:00:00,8.0,,0.0,8.0,4.0,,,-4.0,,116.0,128.0,,,,,478.0,331.0,,,-147.0,,20.0,,,,,,,,-11.0,,,,51.0,402.0,,530.0,,,416.0,,,15.0,,165.0,596.0,,,24.0,18.0,,,,33.0,97.0,,693.0,33.0,-182.0,-11.0,,,-163.0,530.0
20180209,AXON,AXON HOLDING SA (CR),2015-12-01 00:00:00,9.0,,0.0,9.0,3.0,,,-6.0,,101.0,113.0,,,,,478.0,319.0,,,-159.0,,20.0,,,,,,,,-39.0,,,,42.0,381.0,,493.0,,,441.0,,,16.0,,177.0,634.0,,,,,,,,68.0,62.0,,695.0,33.0,-219.0,-11.0,,,-202.0,493.0
20180209,BELA,JUMBO SA (CR),2013-06-01 00:00:00,184.0,,10.0,194.0,176.0,,,436.0,,27.0,421.0,,,,,555.0,431.0,,,-124.0,,,,,24.0,,,,,,,,,42.0,473.0,,894.0,,,148.0,,,22.0,,72.0,242.0,,,,1.0,8.0,,4.0,0.0,13.0,,255.0,,204.0,,,,639.0,894.0
20180209,BELA,JUMBO SA (CR),2014-06-01 00:00:00,295.0,,9.0,303.0,186.0,,,508.0,,62.0,552.0,,,,,588.0,446.0,,,-143.0,,,,,,,,,,,,,,37.0,482.0,,1034.0,,,21.0,,,39.0,,73.0,133.0,,,144.0,,8.0,,5.0,0.0,156.0,,289.0,,236.0,,,,745.0,1034.0
20180209,BELA,JUMBO SA (CR),2015-06-01 00:00:00,299.0,,6.0,305.0,198.0,,,530.0,,55.0,557.0,,,,,659.0,498.0,,,-161.0,,,,,,,,,,,,,,35.0,533.0,,1090.0,,,3.0,,,40.0,,81.0,123.0,,,144.0,,7.0,,6.0,13.0,170.0,,293.0,,267.0,,,,797.0,1090.0
